address,varies,10gbaser_refclk0_156M25_qpll0_lane0,custom_8b10b_1g_refclk0_100m_qpll0_lane0,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaprx,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaptrx,custom_8b10b_1g_refclk0_100m_qpll0_lane0_swaptx,jesd204b_refclk0_100M_qpll0_lane0123,usb3_mclk_100M_qpll0_lane0,usb3_refclk0_100M_qpll0_lane0,usb3_refclk0_100M_qpll0_lane0__1000basex_refclk0_100M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane0__1000basex_refclk1_125M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane0__usb3_refclk1_100M_cpll_lane1,usb3_refclk0_100M_qpll0_lane0__usb3_refclk1_100M_qpll1_lane1,usb3_refclk0_100M_qpll0_lane1,usb3_refclk0_100M_qpll0_lane3,usb3_refclk0_50M_qpll0_lane0,usb3_refclk1_100M_qpll0_lane0,usb3_refclk1_100M_qpll0_lane1,usb3_refclk1_100M_qpll0_lane2,usb3_refclk1_100M_qpll0_lane3,usb3_refclk1_100M_qpll1_lane3,usb3_refin_100M_qpll0_lane0
0x00800200,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x00800201,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,0x00000000,0x00000000,,,,,0x00000000
0x00800202,no,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000
0x00800224,no,0x00000041,0x00000041,0x00000041,0x00000041,0x00000041,0x00000041,0x00000041,0x00000041,0x00000041,0x00000041,0x00000041,0x00000041,,,0x00000041,0x00000041,,,,,0x00000041
0x00800225,no,0x00004100,0x00004100,0x00004100,0x00004100,0x00004100,0x00004100,0x00004100,0x00004100,0x00004100,0x00004100,0x00004100,0x00004100,,,0x00004100,0x00004100,,,,,0x00004100
0x00800226,no,0x00410000,0x00410000,0x00410000,0x00410000,0x00410000,0x00410000,0x00410000,0x00410000,0x00410000,0x00410000,0x00410000,0x00410000,,,0x00410000,0x00410000,,,,,0x00410000
0x00800227,no,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,,,0x41000000,0x41000000,,,,,0x41000000
0x00800232,no,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,,,0x00fa0000,0x00fa0000,,,,,0x00fa0000
0x00800233,no,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,,,0xfa000000,0xfa000000,,,,,0xfa000000
0x00800256,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,0x00000000,0x00000000,,,,,0x00000000
0x00800258,yes,0x00000088,0x00000080,0x00000080,0x00000080,0x00000080,0x00000080,0x00000088,0x00000088,0x00000088,0x00000088,0x00000088,0x00000088,,,0x00000088,0x00000088,,,,,0x00000088
0x0080025b,yes,0xfc000000,0x0c000000,0x8f000000,0x0c000000,0x0c000000,0x8f000000,0x79000000,0x79000000,0x79000000,0x79000000,0x79000000,0x79000000,,,0x79000000,0x79000000,,,,,0x79000000
0x0080025c,yes,0x00000071,0x00000072,0x00000071,0x00000072,0x00000072,0x00000071,0x00000072,0x00000072,0x00000072,0x00000072,0x00000072,0x00000072,,,0x00000072,0x00000072,,,,,0x00000072
0x0080032d,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,0x00000000,0x00000000,,,,,0x00000000
0x00800331,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x00800333,no,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000
0x0080033e,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,0x00000000,0x00000000,,,,,0x00000000
0x00800379,no,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,,,0x0000fa00,0x0000fa00,,,,,0x0000fa00
0x0080037a,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,0x00000000,0x00000000,,,,,0x00000000
0x0080037b,no,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,,,0xfa000000,0xfa000000,,,,,0xfa000000
0x0080037c,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,0x00000000,0x00000000,,,,,0x00000000
0x00800385,no,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,,,0x0000fa00,0x0000fa00,,,,,0x0000fa00
0x00800386,no,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,,,0x00fa0000,0x00fa0000,,,,,0x00fa0000
0x008003a6,yes,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00020000,0x00010000
0x008003a7,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,0x00000000,0x00000000,,,,,0x00000000
0x008003a9,yes,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x0000a000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000
0x00800400,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x00800401,no,,,,,,0x00000000,,,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,,0x00000000,,,,
0x00800402,no,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000
0x00800424,no,,,,,,0x00000041,,,0x00000041,0x00000041,0x00000041,0x00000041,0x00000041,,,,0x00000041,,,,
0x00800425,no,,,,,,0x00004100,,,0x00004100,0x00004100,0x00004100,0x00004100,0x00004100,,,,0x00004100,,,,
0x00800426,no,,,,,,0x00410000,,,0x00410000,0x00410000,0x00410000,0x00410000,0x00410000,,,,0x00410000,,,,
0x00800427,no,,,,,,0x41000000,,,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,,,,0x41000000,,,,
0x00800432,no,,,,,,0x00fa0000,,,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,,,,0x00fa0000,,,,
0x00800433,no,,,,,,0xfa000000,,,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,,,,0xfa000000,,,,
0x00800456,no,,,,,,0x00000000,,,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,,0x00000000,,,,
0x00800458,yes,,,,,,0x00000080,,,0x00000080,0x00000080,0x00000088,0x00000088,0x00000088,,,,0x00000088,,,,
0x0080045b,yes,,,,,,0x8f000000,,,0x79000000,0x79000000,0x79000000,0x79000000,0x79000000,,,,0x79000000,,,,
0x0080045c,yes,,,,,,0x00000071,,,0x00000072,0x00000072,0x00000072,0x00000072,0x00000072,,,,0x00000072,,,,
0x0080052d,no,,,,,,0x00000000,,,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,,0x00000000,,,,
0x00800531,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x00800533,no,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000
0x0080053e,no,,,,,,0x00000000,,,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,,0x00000000,,,,
0x00800579,no,,,,,,0x0000fa00,,,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,,,,0x0000fa00,,,,
0x0080057a,no,,,,,,0x00000000,,,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,,0x00000000,,,,
0x0080057b,no,,,,,,0xfa000000,,,0xfa000000,0xfa000000,0xfa000000,0xfa000000,0xfa000000,,,,0xfa000000,,,,
0x0080057c,no,,,,,,0x00000000,,,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,,0x00000000,,,,
0x00800585,no,,,,,,0x0000fa00,,,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,0x0000fa00,,,,0x0000fa00,,,,
0x00800586,no,,,,,,0x00fa0000,,,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,0x00fa0000,,,,0x00fa0000,,,,
0x008005a5,no,,,,,,,,,,,0x00000000,,,,,,,,,,
0x008005a6,no,,,,,,0x00010000,,,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,,,,0x00010000,,,,
0x008005a7,no,,,,,,0x00000000,,,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,,0x00000000,,,,
0x008005a9,no,,,,,,0x00008000,,,0x00008000,0x00008000,0x00008000,0x00008000,0x00008000,,,,0x00008000,,,,
0x00800600,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x00800601,no,,,,,,0x00000000,,,,,,,,,,,,0x00000000,,,
0x00800602,no,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000
0x00800624,no,,,,,,0x00000041,,,,,,,,,,,,0x00000041,,,
0x00800625,no,,,,,,0x00004100,,,,,,,,,,,,0x00004100,,,
0x00800626,no,,,,,,0x00410000,,,,,,,,,,,,0x00410000,,,
0x00800627,no,,,,,,0x41000000,,,,,,,,,,,,0x41000000,,,
0x00800632,no,,,,,,0x00fa0000,,,,,,,,,,,,0x00fa0000,,,
0x00800633,no,,,,,,0xfa000000,,,,,,,,,,,,0xfa000000,,,
0x00800656,no,,,,,,0x00000000,,,,,,,,,,,,0x00000000,,,
0x00800658,yes,,,,,,0x00000080,,,,,,,,,,,,0x00000088,,,
0x0080065b,yes,,,,,,0x8f000000,,,,,,,,,,,,0x79000000,,,
0x0080065c,yes,,,,,,0x00000071,,,,,,,,,,,,0x00000072,,,
0x0080072d,no,,,,,,0x00000000,,,,,,,,,,,,0x00000000,,,
0x00800731,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x00800733,no,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000
0x0080073e,no,,,,,,0x00000000,,,,,,,,,,,,0x00000000,,,
0x00800779,no,,,,,,0x0000fa00,,,,,,,,,,,,0x0000fa00,,,
0x0080077a,no,,,,,,0x00000000,,,,,,,,,,,,0x00000000,,,
0x0080077b,no,,,,,,0xfa000000,,,,,,,,,,,,0xfa000000,,,
0x0080077c,no,,,,,,0x00000000,,,,,,,,,,,,0x00000000,,,
0x00800785,no,,,,,,0x0000fa00,,,,,,,,,,,,0x0000fa00,,,
0x00800786,no,,,,,,0x00fa0000,,,,,,,,,,,,0x00fa0000,,,
0x008007a6,no,,,,,,0x00010000,,,,,,,,,,,,0x00010000,,,
0x008007a7,no,,,,,,0x00000000,,,,,,,,,,,,0x00000000,,,
0x008007a9,no,,,,,,0x00008000,,,,,,,,,,,,0x00008000,,,
0x00800800,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x00800801,no,,,,,,0x00000000,,,,,,,,0x00000000,,,,,0x00000000,0x00000000,
0x00800802,no,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000,0x00110000
0x00800824,no,,,,,,0x00000041,,,,,,,,0x00000041,,,,,0x00000041,0x00000041,
0x00800825,no,,,,,,0x00004100,,,,,,,,0x00004100,,,,,0x00004100,0x00004100,
0x00800826,no,,,,,,0x00410000,,,,,,,,0x00410000,,,,,0x00410000,0x00410000,
0x00800827,no,,,,,,0x41000000,,,,,,,,0x41000000,,,,,0x41000000,0x41000000,
0x00800832,no,,,,,,0x00fa0000,,,,,,,,0x00fa0000,,,,,0x00fa0000,0x00fa0000,
0x00800833,no,,,,,,0xfa000000,,,,,,,,0xfa000000,,,,,0xfa000000,0xfa000000,
0x00800856,no,,,,,,0x00000000,,,,,,,,0x00000000,,,,,0x00000000,0x00000000,
0x00800858,yes,,,,,,0x00000080,,,,,,,,0x00000088,,,,,0x00000088,0x00000088,
0x0080085b,yes,,,,,,0x8f000000,,,,,,,,0x79000000,,,,,0x79000000,0x79000000,
0x0080085c,yes,,,,,,0x00000071,,,,,,,,0x00000072,,,,,0x00000072,0x00000072,
0x0080092d,no,,,,,,0x00000000,,,,,,,,0x00000000,,,,,0x00000000,0x00000000,
0x00800931,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000
0x00800933,no,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000,0x48000000
0x0080093e,no,,,,,,0x00000000,,,,,,,,0x00000000,,,,,0x00000000,0x00000000,
0x00800979,no,,,,,,0x0000fa00,,,,,,,,0x0000fa00,,,,,0x0000fa00,0x0000fa00,
0x0080097a,no,,,,,,0x00000000,,,,,,,,0x00000000,,,,,0x00000000,0x00000000,
0x0080097b,no,,,,,,0xfa000000,,,,,,,,0xfa000000,,,,,0xfa000000,0xfa000000,
0x0080097c,no,,,,,,0x00000000,,,,,,,,0x00000000,,,,,0x00000000,0x00000000,
0x00800985,no,,,,,,0x0000fa00,,,,,,,,0x0000fa00,,,,,0x0000fa00,0x0000fa00,
0x00800986,no,,,,,,0x00fa0000,,,,,,,,0x00fa0000,,,,,0x00fa0000,0x00fa0000,
0x008009a6,yes,,,,,,0x00010000,,,,,,,,0x00010000,,,,,0x00010000,0x00020000,
0x008009a7,no,,,,,,0x00000000,,,,,,,,0x00000000,,,,,0x00000000,0x00000000,
0x008009a9,no,,,,,,0x00008000,,,,,,,,0x00008000,,,,,0x00008000,0x00008000,
0x00800a1a,no,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000
0x00800ad3,no,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000,0x3f000000
0x00800ad4,no,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007,0x00000007
0x00800ad5,no,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700,0x00000700
0x00800b91,yes,0x0000f100,0x0000f100,0x0000f100,0x0000f100,0x0000f100,0x0000ff00,0x0000f100,0x0000f100,0x0000f300,0x0000f300,0x0000f300,0x0000f300,0x0000f300,0x0000f900,0x0000f100,0x0000f100,0x0000f300,0x0000f500,0x0000f900,0x0000f900,0x0000f100
0x00800bfa,no,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000,0x00020000
0x00800e4f,no,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000,0x01000000
0x00801800,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,0x00000000
0x00801801,no,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,0x00005800,,0x00005800
0x00801802,no,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,,0x00010000
0x00801803,no,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,0x60000000,,0x60000000
0x00801804,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,0x00000000
0x00801805,no,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,,0x0000a000
0x00801880,no,,,,,,,,,0x00000000,0x00000000,,0x00000000,,,,,,,,0x00000000,
0x00801881,no,,,,,,,,,0x00005800,0x00005800,,0x00005800,,,,,,,,0x00005800,
0x00801882,no,,,,,,,,,0x00010000,0x00010000,,0x00010000,,,,,,,,0x00010000,
0x00801883,no,,,,,,,,,0x60000000,0x60000000,,0x60000000,,,,,,,,0x60000000,
0x00801884,no,,,,,,,,,0x00000000,0x00000000,,0x00000000,,,,,,,,0x00000000,
0x00801885,no,,,,,,,,,0x0000a000,0x0000a000,,0x0000a000,,,,,,,,0x0000a000,
0x00801940,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,0x00000000,0x00000000,,,,,0x00000000
0x00801941,no,0x00004000,0x00004000,0x00004000,0x00004000,0x00004000,0x00004000,0x00004000,0x00004000,0x00004000,0x00004000,0x00004000,0x00004000,,,0x00004000,0x00004000,,,,,0x00004000
0x00801942,no,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,,,0x00010000,0x00010000,,,,,0x00010000
0x00801943,no,0x58000000,0x58000000,0x58000000,0x58000000,0x58000000,0x58000000,0x58000000,0x58000000,0x58000000,0x58000000,0x58000000,0x58000000,,,0x58000000,0x58000000,,,,,0x58000000
0x00801944,no,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,,,0x00000001,0x00000001,,,,,0x00000001
0x00801945,no,0x00006000,0x00006000,0x00006000,0x00006000,0x00006000,0x00006000,0x00006000,0x00006000,0x00006000,0x00006000,0x00006000,0x00006000,,,0x00006000,0x00006000,,,,,0x00006000
0x00801946,no,0x00030000,0x00030000,0x00030000,0x00030000,0x00030000,0x00030000,0x00030000,0x00030000,0x00030000,0x00030000,0x00030000,0x00030000,,,0x00030000,0x00030000,,,,,0x00030000
0x00801947,no,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,,,0x41000000,0x41000000,,,,,0x41000000
0x00801948,no,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,0x00000000,0x00000000,,,,,0x00000000
0x00801949,no,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,,,0x0000a000,0x0000a000,,,,,0x0000a000
0x00801970,no,,,,,,0x00000000,,,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,,0x00000000,,,,
0x00801971,no,,,,,,0x00004000,,,0x00004000,0x00004000,0x00004000,0x00004000,0x00004000,,,,0x00004000,,,,
0x00801972,no,,,,,,0x00010000,,,0x00010000,0x00010000,0x00010000,0x00010000,0x00010000,,,,0x00010000,,,,
0x00801973,no,,,,,,0x58000000,,,0x58000000,0x58000000,0x58000000,0x58000000,0x58000000,,,,0x58000000,,,,
0x00801974,no,,,,,,0x00000001,,,0x00000001,0x00000001,0x00000001,0x00000001,0x00000001,,,,0x00000001,,,,
0x00801975,no,,,,,,0x00006000,,,0x00006000,0x00006000,0x00006000,0x00006000,0x00006000,,,,0x00006000,,,,
0x00801976,no,,,,,,0x00030000,,,0x00030000,0x00030000,0x00030000,0x00030000,0x00030000,,,,0x00030000,,,,
0x00801977,no,,,,,,0x41000000,,,0x41000000,0x41000000,0x41000000,0x41000000,0x41000000,,,,0x41000000,,,,
0x00801978,no,,,,,,0x00000000,,,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,,,,0x00000000,,,,
0x00801979,no,,,,,,0x0000a000,,,0x0000a000,0x0000a000,0x0000a000,0x0000a000,0x0000a000,,,,0x0000a000,,,,
0x008019a0,no,,,,,,0x00000000,,,,,,,,,,,,0x00000000,,,
0x008019a1,no,,,,,,0x00004000,,,,,,,,,,,,0x00004000,,,
0x008019a2,no,,,,,,0x00010000,,,,,,,,,,,,0x00010000,,,
0x008019a3,no,,,,,,0x58000000,,,,,,,,,,,,0x58000000,,,
0x008019a4,no,,,,,,0x00000001,,,,,,,,,,,,0x00000001,,,
0x008019a5,no,,,,,,0x00006000,,,,,,,,,,,,0x00006000,,,
0x008019a6,no,,,,,,0x00030000,,,,,,,,,,,,0x00030000,,,
0x008019a7,no,,,,,,0x41000000,,,,,,,,,,,,0x41000000,,,
0x008019a8,no,,,,,,0x00000000,,,,,,,,,,,,0x00000000,,,
0x008019a9,no,,,,,,0x0000a000,,,,,,,,,,,,0x0000a000,,,
0x008019d0,no,,,,,,0x00000000,,,,,,,,0x00000000,,,,,0x00000000,0x00000000,
0x008019d1,no,,,,,,0x00004000,,,,,,,,0x00004000,,,,,0x00004000,0x00004000,
0x008019d2,no,,,,,,0x00010000,,,,,,,,0x00010000,,,,,0x00010000,0x00010000,
0x008019d3,no,,,,,,0x58000000,,,,,,,,0x58000000,,,,,0x58000000,0x58000000,
0x008019d4,no,,,,,,0x00000001,,,,,,,,0x00000001,,,,,0x00000001,0x00000001,
0x008019d5,no,,,,,,0x00006000,,,,,,,,0x00006000,,,,,0x00006000,0x00006000,
0x008019d6,no,,,,,,0x00030000,,,,,,,,0x00030000,,,,,0x00030000,0x00030000,
0x008019d7,no,,,,,,0x41000000,,,,,,,,0x41000000,,,,,0x41000000,0x41000000,
0x008019d8,no,,,,,,0x00000000,,,,,,,,0x00000000,,,,,0x00000000,0x00000000,
0x008019d9,no,,,,,,0x0000a000,,,,,,,,0x0000a000,,,,,0x0000a000,0x0000a000,
0x00808000,yes,0x00022322,0x00022322,0x00022322,0x00022322,0x00022322,0x00022322,0x00022322,0x00022322,0x000a2233,0x000a2233,0x00022322,0x000a2233,0x00022322,0x00022322,0x00022322,0x00022322,0x00022322,0x00022322,0x00022322,0x000a2233,0x00022322
0x00808004,no,,,,,,,,,0x00000001,0x00000001,,0x00000001,,,,,,,,0x00000001,
0x00808008,yes,,,,,,,,,0x00000000,0x00000002,,0x00000002,,,,,,,,0x00000000,
0x0080800c,yes,,,,,,,,,0x10320108,0x10280108,,0x10320108,,,,,,,,0x10320108,
0x00808010,no,,,,,,,,,0x017400f4,0x017400f4,,0x017400f4,,,,,,,,0x017400f4,
0x00808014,no,,,,,,,,,0x00000f0f,0x00000f0f,,0x00000f0f,,,,,,,,0x00000f0f,
0x00808018,no,,,,,,,,,0x01ee01ee,0x01ee01ee,,0x01ee01ee,,,,,,,,0x01ee01ee,
